5.721344320538339900e+01 5.658100966697668355e+01
4.645620225614887744e+01 5.232330977248179948e+01
4.902335806771257865e+01 5.616846654374807457e+01
5.715418189118648229e+01 5.628414668449567415e+01
5.482806382202568329e+01 5.671615319020509105e+01
4.447725194762779921e+01 5.361446789961455295e+01
4.875518714142296517e+01 4.795935200533669729e+01
4.005167674317129922e+01 5.183017265914691052e+01
5.522603685554616249e+01 5.135156342100643201e+01
5.139881415926593178e+01 5.629755502037042447e+01
4.082567220977367839e+01 4.939770336562725106e+01
4.337864867013632875e+01 5.581814584683905878e+01
4.769964698166218398e+01 5.146460730336028178e+01
4.877358879685817783e+01 4.387751793599974803e+01
4.990142554345694492e+01 4.843492865332972031e+01
4.869753626246761513e+01 4.378727652141368765e+01
4.325731793627016941e+01 4.920851369831692068e+01
5.047214355282896037e+01 4.077212593962001819e+01
4.527322983150163083e+01 4.126776554536676400e+01
5.175033103593875694e+01 5.026709730771251827e+01
4.620405520857715231e+01 4.350078936796992224e+01
5.338458709894268850e+01 3.966851243601756494e+01
3.695843355518836404e+01 5.554186368144246444e+01
4.654315089010896145e+01 4.906534239552399868e+01
4.344920638956518388e+01 4.661218114910306554e+01
5.720258111304428894e+01 4.925711340712857123e+01
5.579596955293908422e+01 4.897877552752878216e+01
4.755451572587778486e+01 4.977102011972262829e+01
5.307376491589253220e+01 5.586698473211788496e+01
4.037271010331046739e+01 4.963471105067016964e+01
5.187622063720315424e+01 5.580376551258697759e+01
4.820056785714704972e+01 4.852736265151353479e+01
4.940001490938557538e+01 5.933240757430764489e+01
5.645204403863627363e+01 4.347693226876080530e+01
5.586140878309974767e+01 4.529613257603543275e+01
5.671091689792965695e+01 4.390445151567129756e+01
5.210270898425120123e+01 4.964749782173097259e+01
5.581800855792248228e+01 5.775990453722494067e+01
4.986741658687606815e+01 5.030275425972998704e+01
5.369253751635440608e+01 4.105091459922685715e+01
5.095108577565478924e+01 5.789414650745660396e+01
4.528707675362492324e+01 5.288137186960142344e+01
4.860573019086428559e+01 5.265477815329607836e+01
4.652535373549596187e+01 5.640996793538115384e+01
4.797375635932120019e+01 5.487032878442139605e+01
5.522326917850302408e+01 5.176678799993405988e+01
4.077207256013171843e+01 4.451356061793111252e+01
4.882439795125728210e+01 4.313632887308684616e+01
5.059590796998895712e+01 5.435671734856119741e+01
5.133095049977423940e+01 4.798354259662824006e+01
5.020731277191713815e+01 4.330501170503816866e+01
4.142404437843715925e+01 4.118627641203572409e+01
4.906522298536032878e+01 5.146121326645015870e+01
6.022087717277575081e+01 5.346606921365005860e+01
4.879064226702352158e+01 3.987840442623422632e+01
4.505867641787293110e+01 4.850696386035770757e+01
4.532718660749873152e+01 4.556943339047767694e+01
4.786200101365297144e+01 5.741876004435713554e+01
4.299567983362050683e+01 4.064199175183293988e+01
5.662817464654150967e+01 4.546535078800030760e+01
4.526149980468903777e+01 5.321267687306450966e+01
5.085703961703080722e+01 4.178425736225017317e+01
5.357789014115721216e+01 4.121148291846307643e+01
4.457164292915499004e+01 4.572386285363601388e+01
5.610966200119881364e+01 4.812813046029295094e+01
4.639090746480010097e+01 4.589804289847529617e+01
5.216708789319010720e+01 5.549134164712605610e+01
4.888511329849853837e+01 4.077173067594057443e+01
4.919662013010597690e+01 4.472639423508433509e+01
4.976923904431108525e+01 4.645986892802808654e+01
5.216977269348976876e+01 4.286489182265363240e+01
4.566845094830051721e+01 5.108190632860848268e+01
5.110921032988938606e+01 5.375062735466700303e+01
5.158607286103537604e+01 5.633813575896386538e+01
4.745279146995187602e+01 4.326254406097280736e+01
5.640649099634725872e+01 5.595782824030014524e+01
5.188601469548031986e+01 4.956828711083750250e+01
5.585451024948955023e+01 4.692617004951478066e+01
5.848706543472221853e+01 5.141706875987813419e+01
5.656611201005633660e+01 4.714748552263679926e+01
5.429513155701786786e+01 4.629564946042822271e+01
4.376289572638353320e+01 5.693916839048713996e+01
5.167511480409093849e+01 4.537632942957733917e+01
3.374498660629277680e+01 4.903791751842227598e+01
5.945928696275237257e+01 4.474659216329443723e+01
5.485271561738069579e+01 4.803619058210841075e+01
4.653325029407154290e+01 4.799378734881025110e+01
4.623953830989356106e+01 5.582614891187879635e+01
5.283083743866105664e+01 5.638952236688428599e+01
5.509420336061908330e+01 4.853051385388859984e+01
5.074300805574511486e+01 4.447938972811902403e+01
4.115796086665127262e+01 5.508127521962787654e+01
4.701046381288971787e+01 5.076554777785456452e+01
5.268395172809344729e+01 4.764363702768137898e+01
4.569973639408986799e+01 4.798236520733841104e+01
4.970979619713124720e+01 4.753850298991842749e+01
5.457464087821327325e+01 4.845718808767911412e+01
5.196072235193798861e+01 5.509548257763719192e+01
4.193870093608868643e+01 4.301574581202417136e+01
4.124252344229144285e+01 4.901160789697970444e+01
