2.803412235485556181e+01 5.981381251908929642e+01
7.666141474382928322e+01 -4.737893683610252538e+00
3.136763623071119866e+01 8.047131750139301687e+01
6.566998778920054747e+01 1.176001398774405402e+02
8.028068474767471230e+01 9.105764933305901820e+01
3.546905742709603260e+01 4.950936734756880497e+01
4.854416002960815035e+01 1.323213523915291034e+02
4.186910368832744211e+01 2.959946233433519680e+01
8.444879702691582679e+01 5.665069223158796063e+01
4.202123853872848258e+00 4.283501898022363719e+01
2.597145549019618826e+01 3.013124335094308393e+01
5.910435638679089010e+01 6.317234587148718106e+00
3.252146388549753908e+01 1.016964115919229812e+02
7.898838172179814876e+00 1.685650574882969721e+01
5.904406381656841774e+01 3.960000013208458114e+01
1.546077819860486358e+01 1.648495859334246916e+01
3.087832991481122136e+01 5.078187727616400338e+01
2.349718344073797027e+01 3.249840404206406674e+01
6.411959120480388208e+01 6.500034516710329058e+01
4.582467283852052731e+01 -2.225021993338279458e+01
3.485116362835759674e+01 -7.101165966884870784e+00
3.270574110598235507e+01 -2.379908015809880339e+01
-2.256958600157511796e+01 -3.411748754319702925e+00
8.846759084530481232e+01 8.225668259131825266e+01
5.692245913015312908e+01 4.040707851114005678e+01
2.918114441315056240e+01 6.103094776912826092e+00
5.959649055501238735e+01 3.588437116767693169e+01
4.170392845300323614e+01 -4.741530831385524891e+00
6.076512690964499086e+01 2.288669023427127414e+01
1.602989816493040109e+01 6.325738546098024528e+01
1.002950369012046110e+02 7.563907348862436208e+01
5.283933830947919574e+01 4.238037940925573821e+01
2.935807181458826065e+01 7.634467963778968169e+01
5.323243721578317889e+01 3.952586876931120230e+01
6.692760485580461705e+01 -3.310181910896986324e+00
4.747561786293226760e+01 5.516271299513283566e+01
7.160842417070620058e+01 1.044178281054900737e+02
-4.341278623422147120e+01 1.268779902931203907e+01
7.410633537433244555e+01 8.476989624673008450e+01
8.302970166534819896e-01 1.050189703797571923e+02
4.697775860157711492e+01 5.097988319620240816e+01
4.791789205287603437e+01 7.811347164501370344e+01
-9.527499128913483162e+00 7.416865330495491548e+01
7.650606932876581823e+01 4.370773941137861129e+01
9.496315212182938126e+01 9.233605735598385422e+01
-2.851645206375545172e+01 7.957309991406557970e+01
2.160672218862520921e+01 2.150700042392078259e+01
1.929043908827675224e+01 6.819097479025595021e+01
1.025829825070320851e+02 8.757071816684850774e+01
-2.786029270731090435e+01 3.634278046098064152e+01
2.280578836938654774e+01 -3.740187595689349109e+00
5.720424216847389687e+01 3.371219428788557337e+01
6.925482520347088666e+01 5.750569705975802748e+01
2.461380502621167921e+01 2.146011460683884309e+01
5.636449863102826896e+01 4.373155019620087813e+01
1.284566848884095407e+02 6.583036409634928532e+01
7.731622056724505399e+01 9.217304512970761721e+01
4.741610090304502023e+01 2.521767826203261009e+01
6.599123213789576425e+01 3.961350267732790087e+00
3.204584230660881872e+01 8.201870327058759358e+01
1.005476025084954017e+02 7.136132215562223280e+01
6.860159499822125895e+01 2.924951571187162003e+01
8.414085272899578172e+01 6.515349680623000950e+01
2.366681209771206085e+01 4.360383047795146183e+01
8.522641269948616127e+01 4.702058826499258970e+01
6.252448292238972272e+01 1.333972110310032804e+02
9.076108874479470501e+01 4.637076036475215091e+01
2.012193239440518511e+01 1.260118332345423511e+02
5.167348628670666244e+01 7.066973662100812703e+01
-3.586291529284117985e+00 5.178939695519016340e+01
4.414621751182247067e+01 7.710039422625123962e+01
-6.571711955768861912e-01 3.992187744577678643e+01
9.159690667800026631e+01 6.034805116781617329e+01
6.961289553418239962e+01 2.178624544438743271e+01
-3.783695830836450114e+00 3.680961700279549831e+01
7.981258957062451032e+01 6.625727865776970305e+01
7.158572855084750586e+01 2.811951252433977189e+01
7.811744921661380658e+01 1.191903658471293852e+02
4.679137843498469351e+01 1.038816388425898936e+02
7.445309730057257980e+01 8.249097367039843220e+01
1.471347499301371897e+01 9.206510781223082063e+01
